"id","team","wiki","region","country","track","kind","section","application","isRemote","year"
475,"Berkeley","https://2005.igem.org/Team:Berkeley","north-america","USA",,"collegiate","collegiate","accepted",false,2005
476,"Caltech","https://2005.igem.org/Team:Caltech","north-america","USA",,"collegiate","collegiate","accepted",false,2005
477,"Cambridge","https://2005.igem.org/Team:Cambridge","europe","GBR",,"collegiate","collegiate","accepted",false,2005
478,"Davidson","https://2005.igem.org/Team:Davidson","north-america","USA",,"collegiate","collegiate","accepted",false,2005
487,"ETHZ","https://2005.igem.org/Team:ETHZ","europe","CHE",,"collegiate","collegiate","accepted",false,2005
479,"Harvard","https://2005.igem.org/Team:Harvard","north-america","USA",,"collegiate","collegiate","accepted",false,2005
480,"MIT","https://2005.igem.org/Team:MIT","north-america","USA",,"collegiate","collegiate","accepted",false,2005
485,"Oklahoma","https://2005.igem.org/Team:Oklahoma","north-america","USA",,"collegiate","collegiate","accepted",false,2005
488,"Penn_State","https://2005.igem.org/Team:Penn_State","north-america","USA",,"collegiate","collegiate","accepted",false,2005
481,"Princeton","https://2005.igem.org/Team:Princeton","north-america","USA",,"collegiate","collegiate","accepted",false,2005
486,"Registry_Example","https://2005.igem.org/Team:Registry_Example","north-america","USA",,"collegiate","collegiate","accepted",false,2005
483,"Toronto","https://2005.igem.org/Team:Toronto","north-america","CAN",,"collegiate","collegiate","accepted",false,2005
484,"UCSF","https://2005.igem.org/Team:UCSF","north-america","USA",,"collegiate","collegiate","accepted",false,2005
482,"UTAustin","https://2005.igem.org/Team:UTAustin","north-america","USA",,"collegiate","collegiate","accepted",false,2005
